Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Số ngày bài đã đăng
mg,zs luxury 1.5 at 2wd 2021,6.077642243349034,2021.0,11.002116507732017,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
mitsubishi,outlander premium 2.0 cvt 2021,6.523562306149512,2021.0,11.170449240431308,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,wigo 1.2g at 2019,5.655991810819852,2019.0,10.933124826700707,1.2,xăng,số tự động,nhập khẩu,hatchback,57.0
vinfast,fadil 1.4 at plus 2020,5.755742213586912,2020.0,10.596659732783579,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,fadil 1.4 at plus 2021,5.755742213586912,2021.0,10.275085591132715,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,fadil 1.4 at plus 2021,5.771441123130016,2021.0,10.596659732783579,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,fadil tiêu chuẩn 1.4 at 2022,5.802118375377063,2022.0,10.308985993422082,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
ford,everest 2.5l 4x2 at 2014,5.929589143389895,2014.0,12.098642035352146,2.5,dầu,số tự động,lắp ráp trong nước,suv,57.0
ford,focus s 2.0 at 2015,5.755742213586912,2015.0,11.51293546492023,2.0,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
ford,ranger wildtrak 2.0l 4x2 at 2019,6.311734809152915,2019.0,12.098642035352146,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,crv l 2019,6.598509028614515,2019.0,10.819798284210286,1.5,xăng,số tự động,nhập khẩu,suv,57.0
hyundai,santafe tiêu chuẩn 2.2l 2021,6.704414354964107,2021.0,11.23850177707664,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
kia,carnival signature 2.2d 2022,7.048386408721883,2022.0,11.082157933374816,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,morning si at 2017,5.634789603169249,2017.0,11.002116507732017,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
kia,sedona 2.2l dath 2017,6.522092798170152,2017.0,11.429554725537322,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
mazda,2 1.5 at 2017,5.8289456176102075,2017.0,11.289794413577894,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2012,5.855071922202427,2012.0,11.775297421715827,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2022,7.495541943884256,2022.0,3.4339872044851463,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 2019,6.8966943316227125,2019.0,10.736418414365374,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 200 2022,7.214504414151143,2022.0,10.239995502805316,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,camry 2.5q 2014,6.186208623900494,2014.0,11.51293546492023,2.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,fortuner 2.4g 4x2 at legender 2021,6.836259277277067,2021.0,10.571342565808699,2.4,dầu,số tự động,lắp ráp trong nước,suv,57.0
vinfast,fadil 1.4 at 2021,5.673323267171493,2021.0,11.002116507732017,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
audi,q2 1.4 tfsi 2019,6.755768921984256,2019.0,11.097425172408931,1.4,xăng,số tự động,nhập khẩu,crossover,57.0
ford,everest titanium 2.0l 4x2 at 2022,6.8416154764775925,2022.0,10.645448706505872,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x4 at 2022,6.923628628138427,2022.0,10.62135173563291,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger raptor 2.0l 4x4 at 2021,6.8885724595653635,2021.0,11.050905878263567,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
ford,ranger raptor 2.0l 4x4 at 2023,7.052721049232323,2023.0,10.239995502805316,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,crv l 2020,6.656726524178391,2020.0,11.034905792929415,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2021,6.792344427470809,2021.0,11.002116507732017,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2022,6.952728644624869,2022.0,11.002116507732017,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,sedona 2.2 dat luxury 2020,6.684611727667927,2020.0,11.407576060361786,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
mazda,3 1.5l luxury 2023,6.345636360828596,2023.0,10.545367754151743,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,cx5 2.5 at awd 2016,6.2166061010848646,2016.0,11.225256725762893,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mazda,cx5 2.5 signature premium 2wd 2020,6.53813982376767,2020.0,10.714439990727769,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz e class e200 2019,6.907755278982137,2019.0,11.082157933374816,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mitsubishi,outlander 2.0 cvt 2022,6.53813982376767,2022.0,10.714439990727769,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
peugeot,2008 gt line 1.2 at 2023,6.501289670540389,2023.0,12.098642035352146,1.2,xăng,số tự động,lắp ráp trong nước,crossover,57.0
suzuki,swift glx 1.2 at 2021,6.133398042996649,2021.0,9.852246888342531,1.2,xăng,số tự động,nhập khẩu,hatchback,57.0
toyota,fortuner 2.4g 4x2 at legender 2020,6.8416154764775925,2020.0,11.082157933374816,2.4,dầu,số tự động,lắp ráp trong nước,suv,57.0
toyota,fortuner 2.8v 4x4 at legender 2021,6.957497370876951,2021.0,10.915106645867503,2.8,dầu,số tự động,lắp ráp trong nước,suv,57.0
volvo,xc60 inscription b6 awd 2022,7.438383530044307,2022.0,10.87806606028079,2.0,xăng,số tự động,nhập khẩu,suv,57.0
bmw,3 series 330i m sport 2021,7.24422751560335,2021.0,10.645448706505872,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
hyundai,tucson 2.0 at đặc biệt 2021,6.551080335043404,2021.0,10.859018228147887,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,carnival premium 2.2d 2022,7.029972911706386,2022.0,11.002116507732017,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,sorento dath 2015,6.206575926724928,2015.0,11.775297421715827,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
mazda,6 2.0l premium 2018,6.100318952020064,2018.0,11.891368749982085,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 2016,6.39024066706535,2016.0,11.58989576532275,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2019,6.907755278982137,2019.0,11.39640288460621,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2020,6.946975992135418,2020.0,10.341742483467284,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2020,6.966024187106113,2020.0,10.463131911491967,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 2019,6.8966943316227125,2019.0,10.714417768752456,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,corolla altis 2.0v sport 2017,6.2166061010848646,2017.0,11.350418300109132,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,fortuner 2.4l 4x2 at 2022,6.8416154764775925,2022.0,11.23850177707664,2.4,dầu,số tự động,lắp ráp trong nước,suv,57.0
toyota,innova 2.0e 2013,5.476463551931511,2013.0,11.835016210489899,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
toyota,innova 2.0g 2019,6.26530121273771,2019.0,12.083910661257521,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
volkswagen,t,0.6931471805599453,2023.0,8.517393171418904,1.0,xăng,số tự động,nhập khẩu,crossover,57.0
volvo,s90 inscription t6 2020,7.24422751560335,2020.0,10.434145214930487,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
bmw,3 series 320i m sport 2024,7.3777589082278725,2024.0,9.116139576577355,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
honda,hrv g 2018,6.18826412308259,2018.0,11.251573687764477,1.8,xăng,số tự động,nhập khẩu,crossover,57.0
mercedes,benz c class c200 2016,6.39024066706535,2016.0,11.532737896139919,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 2016,6.364750756851911,2016.0,11.141876276228,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 2016,6.363028103540465,2016.0,11.141876276228,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 2016,6.363028103540465,2016.0,11.14438034846101,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 2019,6.946975992135418,2019.0,11.089179271433748,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 2022,7.215239978730097,2022.0,10.239995502805316,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 200 4matic 2021,7.237059026124737,2021.0,10.87806606028079,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2019,7.003065458786462,2019.0,11.338583982516495,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2019,6.993932975223189,2019.0,11.170449240431308,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,xpander premium 1.5 at 2022,6.284134161070802,2022.0,11.002116507732017,1.5,xăng,số tự động,nhập khẩu,suv,57.0
nissan,sunny xv premium s 2018,5.537334267018537,2018.0,11.289794413577894,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,corolla cross 1.8g 2020,6.447305862541213,2020.0,11.034905792929415,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,innova 2.0e 2017,6.077642243349034,2017.0,11.599112335481124,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
toyota,vios g 1.5 cvt 2022,6.100318952020064,2022.0,10.714439990727769,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,focus titanium 2.0 at 2014,5.66988092298052,2014.0,11.775297421715827,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,transit svp 2018,6.018593214496234,2018.0,11.51293546492023,2.4,dầu,số tay,lắp ráp trong nước,van/minivan,57.0
honda,city rs 1.5 at 2023,6.206575926724928,2023.0,10.819798284210286,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
honda,civic 1.8 at 2009,5.389071729816501,2009.0,11.407576060361786,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
honda,crv 2.0 at 2015,6.16541785423142,2015.0,11.608244735642321,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,i10 grand 1.2 at 2019,5.700443573390686,2019.0,10.571342565808699,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
hyundai,santafe cao cấp 2.5l htrac 2023,7.026426808699636,2023.0,10.778977123006351,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe premium 2.2l htrac 2020,6.775366090936392,2020.0,11.002116507732017,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
kia,carnival signature 2.2d 2023,7.143617602704121,2023.0,11.002116507732017,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
mazda,6 2.0l premium 2018,6.144185634125646,2018.0,11.407576060361786,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,6 2.5l premium 2017,6.0867747269123065,2017.0,11.407576060361786,2.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 exclusive 2022,7.580699752224563,2022.0,9.711176264112805,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 300 4matic 2019,6.9930151229329605,2019.0,11.350418300109132,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,pajero sport d 4x2 at 2012,5.846438775057724,2012.0,8.987321812850125,2.5,dầu,số tự động,lắp ráp trong nước,suv,57.0
toyota,camry le 2.5 2009,6.042632833682381,2009.0,11.957617696467539,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
toyota,corolla cross 1.8v 2021,6.478509642208569,2021.0,10.915106645867503,1.8,xăng,số tự động,nhập khẩu,suv,57.0
ford,ecosport titanium 1.0 ecoboost 2018,6.030685260261263,2018.0,11.495158564176068,1.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,ecosport titanium 1.5l at 2019,5.940171252720432,2019.0,11.338583982516495,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,everest titanium 2.0l 4x2 at 2022,7.048386408721883,2022.0,10.596659732783579,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x2 at 2024,7.143617602704121,2024.0,9.472781556562168,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,focus titanium 1.5l 2016,5.902633333401366,2016.0,11.849404844423074,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,ranger xls 2.2l 4x2 at 2021,6.338594078203183,2021.0,11.51293546492023,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
lexus,rx 350 2009,6.551080335043404,2009.0,11.251573687764477,3.5,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz c class c250 2012,5.860786223465865,2012.0,11.289794413577894,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 exclusive 2021,7.280008252884188,2021.0,10.896757843893464,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 2022,7.215239978730097,2022.0,10.571342565808699,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
suzuki,swift glx 1.2 at 2023,6.246106765481563,2023.0,12.098642035352146,1.2,xăng,số tự động,nhập khẩu,hatchback,57.0
toyota,camry 2.0e 2017,6.3561076606958915,2017.0,11.440365524765756,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,hilux 2.5e 4x2 mt 2013,5.929589143389895,2013.0,12.167155086421062,2.5,dầu,số tay,nhập khẩu,bán tải / pickup,57.0
toyota,innova cross hev 2.0 cvt 2025,6.933423025730715,2025.0,8.006700845440367,2.0,hybrid,số tự động,nhập khẩu,crossover,57.0
toyota,vios e cvt 2022,6.030685260261263,2022.0,10.668978650219241,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,vios g 1.5 cvt 2022,6.1224928095143865,2022.0,11.264476926102367,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
vinfast,vf3 plus 2024,5.438079308923196,2024.0,9.211639527707803,2.097755539082448,điện,số tự động,lắp ráp trong nước,hatchback,57.0
audi,a4 2.0 tfsi 2016,6.493753839851687,2016.0,11.608244735642321,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
honda,brio rs 2021,5.902633333401366,2021.0,10.085850775128717,1.2,xăng,số tự động,nhập khẩu,hatchback,57.0
mazda,3 1.5l luxury 2022,6.326149473155099,2022.0,9.952325334619427,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,3 2.0l sport signature premium 2019,6.186208623900494,2019.0,10.505094936455558,2.0,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
mercedes,benz c class c200 avantgarde plus 2022,7.154615356913663,2022.0,9.99884318585288,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e180 2021,7.1308988302963465,2021.0,10.491301994830229,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e180 2021,7.1308988302963465,2021.0,10.668978650219241,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 exclusive 2021,7.313220387090301,2021.0,10.545367754151743,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 4matic 2022,7.4067107301776405,2022.0,9.105090961257085,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2022,7.575584651557793,2022.0,3.58351893845611,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,fortuner legender 2.4l 4x2 at 2025,7.090076835776092,2025.0,2.3978952727983707,2.4,dầu,số tự động,lắp ráp trong nước,suv,57.0
toyota,prado txl 2.7l 2015,6.985641817639208,2015.0,11.51293546492023,2.7,xăng,số tự động,nhập khẩu,suv,57.0
honda,crv l 2018,6.53813982376767,2018.0,11.49273296168228,1.5,xăng,số tự động,nhập khẩu,suv,57.0
hyundai,accent cao cấp 1.5 at 2025,6.272877006546167,2025.0,12.098642035352146,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,accent cao cấp 1.5 at 2025,6.272877006546167,2025.0,12.098642035352146,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,kona 2.0 ath 2019,6.1224928095143865,2019.0,11.034905792929415,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,santafe 2.2l 4wd 2017,6.486160788944089,2017.0,11.918397239722838,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2021,6.903747257584598,2021.0,10.404293143019792,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 2.0 ath 2019,6.447305862541213,2019.0,11.277215789596893,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,seltos luxury 1.4 at 2021,6.255750041753367,2021.0,11.19822841866684,1.4,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,3 1.5 at 2016,5.831882477283517,2016.0,11.277215789596893,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,3 1.5l deluxe 2022,6.206575926724928,2022.0,10.62135173563291,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2021,7.090076835776092,2021.0,10.545367754151743,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 250 4matic 2016,6.646390514847729,2016.0,11.225256725762893,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2018,6.957497370876951,2018.0,10.896757843893464,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,outlander premium 2.0 cvt 2021,6.530877627725885,2021.0,11.082157933374816,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,fortuner 2.4g 4x2 mt 2019,6.654152520183219,2019.0,9.90353755128617,2.4,dầu,số tay,nhập khẩu,suv,57.0
toyota,fortuner 2.7v 4x2 at 2020,6.594413459749778,2020.0,11.373674891823535,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner 2.7v 4x4 at 2011,5.8888779583328805,2011.0,10.434145214930487,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,wigo 1.2 at 2021,5.723585101952381,2021.0,8.412054873292933,1.2,xăng,số tự động,nhập khẩu,hatchback,57.0
bmw,3 series 320i sport line 2024,7.352441100243583,2024.0,10.404293143019792,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
bmw,x3 sdrive20i m sport 2024,7.590852123688581,2024.0,9.20833836930551,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,everest titanium 2.0l 4x4 at 2022,6.846943139585379,2022.0,11.49273296168228,2.0,dầu,số tự động,nhập khẩu,suv,57.0
hyundai,custin cao cấp 2.0t 2025,6.85751406254539,2025.0,9.210440366976517,2.0,xăng,số tự động,lắp ráp trong nước,van/minivan,57.0
lexus,rx 350 awd 2009,6.54534966033442,2009.0,11.790564777297387,3.5,xăng,số tự động,nhập khẩu,suv,57.0
mazda,cx5 2.0 premium 2020,6.501289670540389,2020.0,12.098642035352146,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz e class e300 amg 2022,7.473069088032197,2022.0,10.915106645867503,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz gla class gla 200 2019,6.856461984594587,2019.0,9.952325334619427,1.6,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz glc 200 4matic 2022,7.312553498102598,2022.0,10.463131911491967,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 250 4matic 2017,6.660575149839686,2017.0,12.098642035352146,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2023,7.740229524763182,2023.0,10.239995502805316,2.0,hybrid,số tự động,lắp ráp trong nước,suv,57.0
suzuki,swift 1.4 at 2014,5.545177444479562,2014.0,12.098642035352146,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
toyota,corolla altis 1.8g at 2010,5.666426688112432,2010.0,12.098642035352146,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,fortuner 2.7v 4x4 at 2011,5.780743515792329,2011.0,9.392745258631441,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
volkswagen,teramont president 2.0 at 2024,7.731492029245684,2024.0,9.798182590890704,2.0,xăng,số tự động,nhập khẩu,suv,57.0
ford,ranger raptor 2.0l 4x4 at 2024,7.069874128458572,2024.0,10.571342565808699,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,7.017506142941256,2022.0,11.112462823634855,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2024,7.090076835776092,2024.0,10.085850775128717,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,carnival signature 2.2d 2022,7.074116816197362,2022.0,11.407576060361786,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,carnival signature 3.5g 2022,7.0825485693553,2022.0,10.596659732783579,3.5,xăng,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,sorento 2.4 gat premium 2021,6.439350371100098,2021.0,10.819798284210286,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,sportage signature x,0.6931471805599453,2024.0,9.90353755128617,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mercedes,benz c class c300 amg 2021,7.1276936993473985,2021.0,10.819798284210286,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glb 200 amg 2020,6.85751406254539,2020.0,2.3978952727983707,1.3,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz s class s500l 2015,7.170119543449628,2015.0,12.098642035352146,4.7,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mooc,40 feet 32 tấn 2016,4.867534450455582,2016.0,12.098642035352146,2.097755539082448,dầu,số tay,lắp ráp trong nước,truck,57.0
peugeot,2008 gt line 1.2 at 2022,6.431331081933479,2022.0,10.950824090522445,1.2,xăng,số tự động,lắp ráp trong nước,crossover,57.0
toyota,fortuner 2.7v 4x2 at 2017,6.470799503782602,2017.0,11.289794413577894,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,rush 1.5s at 2018,6.018593214496234,2018.0,11.251573687764477,1.5,xăng,số tự động,nhập khẩu,suv,57.0
