Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Tuổi thọ,Loại động cơ,Dung tích động cơ
Kia,Cerato 1 6 Mt 2018,355000000,2018,0,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.6
Kia,Morning Mt 2019,220000000,2019,75000,Lắp ráp trong nước,Hatchback,Số tay,31,xăng,1.25
Kia,Soluto 1 4 At Deluxe 2022,360000000,2022,40268,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Kia,Sonet Premium 1 5 At 2022,535000000,2022,32000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.5
Mercedes Benz,Glc 200 2018,890000000,2018,0,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mitsubishi,Xpander Premium 1 5 At 2022,505000000,2022,50000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Rolls Royce,Phantom 6 7 V12 2010,13666000000,2010,28000,Nhập khẩu,Sedan,Số tự động,31,xăng,6.7
Toyota,Fortuner 2 7V 4X2 At 2017,630000000,2017,0,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Veloz Cross Top 1 5 Cvt 2023,560000000,2023,62000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Toyota,Yaris 1 3 At 2009,248000000,2009,150000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.3
Bmw,3 Series 320I 2016,552000000,2016,114000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Ford,Everest 2 5L 4X2 Mt 2009,255000000,2009,158000,Lắp ráp trong nước,SUV,Số tay,31,dầu,2.5
Ford,Ranger Raptor 2 0L 4X4 At 2020,920000000,2020,83400,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Hyundai,Accent 1 4 At 2022,415000000,2022,48000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,I10 1 2 At 2021,348000000,2021,43000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.25
Kia,Soluto 1 4 At Deluxe 2020,316000000,2020,6300,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Kia,Soluto 1 4 Mt Deluxe 2020,255000000,2020,68000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.4
Lexus,Rc 300 2019,1799000000,2019,11000,Nhập khẩu,Coupe,Số tự động,31,xăng,2.0
Mazda,3 1 5 At 2017,383000000,2017,9,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,3 1 5 At 2018,410000000,2018,80000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Mazda,3 1 5L Deluxe 2022,495000000,2022,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,Eqs 450 Plus 2023,3979000000,2023,17,Nhập khẩu,Sedan,Số tự động,31,điện,0.0
Mercedes Benz,Glc 300 4Matic 2016,840000000,2016,0,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mitsubishi,Triton 4X2 At Mivec Premium 2019,539000000,2019,90000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.4
Nissan,Navara El Premium R 2019,444000000,2019,98765,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.5
Toyota,Corolla Altis 1 8G At 2019,545000000,2019,40000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Corolla Cross 1 8V 2021,675000000,2021,50000,Nhập khẩu,SUV,Số tự động,31,xăng,1.8
Toyota,Prado Lc250 2 4L 2025,3680000000,2025,2000,Nhập khẩu,SUV,Số tự động,31,xăng,2.4
Vinfast,Fadil 1 4 At Plus 2019,285000000,2019,47000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Ford,Everest Titanium 2 0L 4X2 At 2020,860000000,2020,70000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2021,555000000,2021,75000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Honda,City 1 5 2017,345000000,2017,86000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Honda,City 1 5 2018,320000000,2018,75000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Honda,City 1 5Top 2019,387000000,2019,72000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Honda,City 1 5Top 2019,387000000,2019,68000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Hyundai,Accent 1 4 Ath 2020,395000000,2020,63000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Santafe Cao Cap 2 2L Htrac 2022,1099000000,2022,70000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Hyundai,Tucson 2 0 At Dac Biet 2021,710000000,2021,0,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,2.0
Kia,Sonet Premium 1 5 At 2024,599000000,2024,8000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Mazda,2 1 5 At 2016,315000000,2016,52000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,3 1 5 At 2018,435000000,2018,76000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,Cx3 Deluxe 1 5 At 2024,515000000,2024,11000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Mercedes Benz,Glc 200 4Matic 2022,1599000000,2022,29000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,S Class S450 4Matic Luxury 2023,5249000000,2023,17,Nhập khẩu,Sedan,Số tự động,31,xăng,3.0
Mitsubishi,Xpander 1 5 Mt 2021,393000000,2021,72000,Nhập khẩu,SUV,Số tay,31,xăng,1.5
Nissan,Navara El 2 3 At 2Wd Cao Cap 2022,535000000,2022,0,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.3
Nissan,X Trail 2 5 Sv 4Wd 2017,495000000,2017,110000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Suzuki,Vitara 1 6 At 2015,365000000,2015,75000,Nhập khẩu,SUV,Số tự động,31,xăng,1.6
Toyota,Prado Vx 2 7L 2022,2550000000,2022,60000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Bentley,Continental Gt V8 2019,11000000000,2019,20000,Nhập khẩu,Coupe,Số tự động,31,xăng,4.0
Bmw,X5 Xdrive40I Xline 2025,4380000000,2025,0,Lắp ráp trong nước,SUV,Số tự động,31,xăng,3.0
Honda,City 1 5 At 2013,265000000,2013,78000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Honda,City 1 5Top 2018,369000000,2018,68000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Hyundai,Accent 1 4 At Dac Biet 2021,445000000,2021,43000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Hd 78 2015,350000000,2015,0,Nhập khẩu,Truck,Số tay,31,dầu,3.9
Hyundai,I10 Grand 1 2 At 2019,309000000,2019,43000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.25
Kia,Sorento Dath 2017,565000000,2017,84000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Lexus,Gx 460 2009,1180000000,2009,200000,Nhập khẩu,SUV,Số tự động,31,xăng,4.6
Lexus,Rx 300 2022,2990000000,2022,40000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,Cx3 Deluxe 1 5 At 2024,530000000,2024,11000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Mazda,Cx8 Premium 2023,899000000,2023,54000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,E Class E300 Amg 2021,1790000000,2021,82000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Gla Class Gla 45 Amg 4Matic 2015,678000000,2015,80000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mitsubishi,Attrage 1 2 Mt 2021,255000000,2021,71000,Nhập khẩu,Sedan,Số tay,31,xăng,1.2
Toyota,Fortuner 2 4G 4X2 At 2019,820000000,2019,115477,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.4
Toyota,Vios E 1 5 Mt 2022,338000000,2022,56000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.5
Toyota,Yaris 1 5G 2019,438000000,2019,63000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.5
Vinfast,Vf8 Plus Awd 2023,630000000,2023,110000,Lắp ráp trong nước,SUV,Số tự động,31,điện,0.0
Volvo,Xc90 T6 Inscription 2018,1680000000,2018,100000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Audi,A4 2 0 Tfsi 2016,658000000,2016,76000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Ford,Ecosport Titanium 1 5L At 2019,385000000,2019,79000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Ford,Everest Titanium 2 0L 4X4 At 2022,1010000000,2022,41000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Explorer Limited 2 3L Ecoboost 2024,1750000000,2024,18000,Nhập khẩu,SUV,Số tự động,31,xăng,2.3
Hyundai,I10 Grand 1 2 At 2018,305000000,2018,50000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Kia,Sorento Premium 2 5 At 2022,845000000,2022,40000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Kia,Sorento Signature 1 6 At Awd Hybrid 2022,1199000000,2022,10000,Lắp ráp trong nước,SUV,Số tự động,31,khác,
Landrover,Range Rover Velar R,2390000000,2019,80000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Lexus,Es 250 2022,2222000000,2022,30000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.5
Maserati,Levante 3 0 V6 2016,1750000000,2016,60000,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Mazda,Cx5 2 5 At 2016,470000000,2016,82000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mazda,Cx8 Premium 2023,880000000,2023,59000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,G Class G63 Amg 2019,7499000000,2019,60000,Nhập khẩu,SUV,Số tự động,31,xăng,4.0
Mitsubishi,Outlander 2 0 Cvt 2022,685000000,2022,50000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Toyota,Corolla Altis 1 8E At 2021,560000000,2021,30000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Corolla Altis 1 8G At 2015,445000000,2015,80000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Corolla Altis 1 8G At 2018,500000000,2018,80000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Prado Txl 2 7L 2015,999000000,2015,97000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Vinfast,Fadil Tieu Chuan 1 4 At 2022,295000000,2022,43000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Vinfast,Vf8 Eco Awd 2024,820000000,2024,20000,Lắp ráp trong nước,SUV,Số tự động,31,điện,0.0
Audi,Q7 2 0 At 2016,1170000000,2016,74000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Ford,Ecosport Titanium 1 5L At 2016,305000000,2016,0,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Ford,Everest Titanium 2 0L 4X2 At 2023,1220000000,2023,26000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Explorer Limited 2 3L Ecoboost 2021,1680000000,2021,40000,Nhập khẩu,SUV,Số tự động,31,xăng,2.3
Honda,Crv 2 4 At 2012,335000000,2012,10000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Honda,Hrv Rs 2022,735000000,2022,25000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Hyundai,Accent 1 4 At Dac Biet 2020,410000000,2020,70000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Accent 1 4 At Dac Biet 2023,465000000,2023,38000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,I10 Grand 1 2 At 2019,310000000,2019,80000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Landrover,Range Rover Autobiography Lwb 3 0 I6 Awd 2023,11999000000,2023,20000,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Mazda,3 1 5L Luxury 2024,599000000,2024,6000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,S Class S450L 2018,1889000000,2018,62000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mini,Cooper Convertible S 2023,2250000000,2023,1000,Nhập khẩu,Convertible/Cabriolet,Số tự động,31,xăng,2.0
Mitsubishi,Triton 4X2 At 2019,450000000,2019,61000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.5
Nissan,X Trail 2 0 2Wd 2016,445000000,2016,120000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Toyota,Camry 2 0Q 2024,1155000000,2024,9000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Toyota,Fortuner 2 5G 2015,498000000,2015,120000,Lắp ráp trong nước,SUV,Số tay,31,dầu,2.5
Toyota,Innova Cross 2 0 Cvt 2025,855000000,2025,17000,Nhập khẩu,Crossover,Số tự động,31,xăng,2.0
Toyota,Veloz Cross 1 5 Cvt 2022,495000000,2022,37000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Toyota,Vios E Cvt 2022,415000000,2022,65000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Bmw,3 Series 320I 2015,490000000,2015,90000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Ford,Ranger Limited 2 0L 4X4 At 2021,595000000,2021,66000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Honda,City L 1 5 At 2024,498000000,2024,20000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Hyundai,Creta Cao Cap 1 5 At 2022,588000000,2022,45000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Hyundai,Santafe 2 4L 4Wd 2016,560000000,2016,92000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Hyundai,Santafe Prestige 2 5L Htrac 2024,1125000000,2024,22000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Kia,Seltos Luxury 1 4 At 2024,660000000,2024,14000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.4
Kia,Sportage Signature 1 6T Awd 2023,915000000,2023,10000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Landrover,Range Rover Autobiography 5 0 2014,2386000000,2014,86000,Nhập khẩu,SUV,Số tự động,31,xăng,5.0
Mazda,3 1 5L Deluxe 2022,495000000,2022,45000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,6 2 0 At 2015,360000000,2015,81000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mazda,Cx8 Premium 2022,839000000,2022,0,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,C Class C200 Avantgarde Plus 2022,1399000000,2022,24000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,E Class E200 2020,1039000000,2020,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,G Class G63 Amg 2021,9590000000,2021,20000,Nhập khẩu,SUV,Số tự động,31,xăng,4.0
Mercedes Benz,Glc 200 2021,1290000000,2021,50000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Toyota,Prado Vx 2 7L 2019,1890000000,2019,64000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Sienna Limited 3 5 2013,1350000000,2013,0,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,3.5
Vinfast,Vf E34 At 2022,460000000,2022,35000,Lắp ráp trong nước,Crossover,Số tự động,31,điện,0.0
Vinfast,Vf5 S 2024,429000000,2024,22000,Lắp ráp trong nước,SUV,Số tự động,31,điện,0.0
Bmw,3 Series 320I 2009,205000000,2009,150000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Chevrolet,Express Explorer Limited Se 6 0 V8 Awd 2007,1250000000,2007,39000,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,6.0
Ford,Ranger Wildtrak 2 0L 4X4 At 2023,850000000,2023,36000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,31,dầu,2.0
Honda,Crv 2 0 At 2016,490000000,2016,100000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Hyundai,Accent 1 4 At 2020,393000000,2020,63000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Accent 1 4 Ath 2018,363000000,2018,76000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Tucson 2 0 At Dac Biet 2023,820000000,2023,22000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,2.0
Kia,Carnival Premium 2 2D 7S 2024,1319000000,2024,22000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Landrover,Range Rover Evoque Dynamic 2014,720000000,2014,65000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Lexus,Rx 350 Premium 2025,3680000000,2025,4000,Nhập khẩu,SUV,Số tự động,31,xăng,2.4
Mazda,Cx8 Premium Awd 2022,868000000,2022,86000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mitsubishi,Pajero Sport 3 0G 4X4 At Premium 2018,650000000,2018,900000,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Suzuki,Swift Glx 1 2 At 2021,485000000,2021,20000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.2
Toyota,Camry 2 0E 2017,579000000,2017,93000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Toyota,Fortuner 2 7V 4X2 At 2017,680000000,2017,91000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Vios 1 5G 2018,383000000,2018,63000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Vinfast,Fadil 1 4 At 2021,315000000,2021,23000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Vinfast,Vf5 Plus 2025,455000000,2025,24000,Lắp ráp trong nước,SUV,Số tự động,31,điện,0.0
Volvo,Xc90 Recharge T8 Awd 2021,3189000000,2021,39000,Nhập khẩu,SUV,Số tự động,31,khác,
Audi,A4 1 8 Tfsi 2013,470000000,2013,0,Nhập khẩu,Sedan,Số tự động,31,xăng,1.8
Bentley,Mulsanne Ewb 2018,7900000000,2018,29000,Nhập khẩu,Sedan,Số tự động,31,xăng,6.8
Ford,Everest Titanium 2 0L 4X2 At 2022,1150000000,2022,40000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Honda,Civic E 1 8 At 2019,495000000,2019,53300,Nhập khẩu,Sedan,Số tự động,31,xăng,1.8
Hyundai,Santafe Cao Cap 2 5L Htrac 2022,1045000000,2022,62000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Kia,Morning At 2020,280000000,2020,42000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Kia,Seltos Premium 1 4 At 2023,655000000,2023,33000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.4
Lexus,Rx 300 2022,2979000000,2022,30000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,Cx5 2 0 Premium 2020,680000000,2020,40000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2017,979000000,2017,70000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Gls 450 4Matic 2022,3950000000,2022,80000,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S400L 2016,1399000000,2016,70000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S450L 2018,1755000000,2018,63000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S500L 2014,1050000000,2014,90,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,4.7
Nissan,Sunny Xv Premium S 2017,280000000,2017,80000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Toyota,Land Cruiser Vx 4 7 V8 2009,1680000000,2009,110000,Nhập khẩu,SUV,Số tự động,31,xăng,4.7
Toyota,Sienna Limited 3 5 2011,858000000,2011,90000,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,3.5
Toyota,Vios 1 5G 2020,390000000,2020,75000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Chevrolet,Cruze Ltz 1 8 At 2013,234000000,2013,88000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Daewoo,Matiz Van 0 8 At 2009,92000000,2009,0,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,0.8
Ford,Everest Titanium 2 0L 4X2 At 2020,845000000,2020,65000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Ranger Raptor 2 0L 4X4 At 2019,835000000,2019,66000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2019,505000000,2019,86000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Honda,Hrv L 2019,565000000,2019,50000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.8
Hyundai,Santafe Cao Cap 2 2L Htrac 2022,1135000000,2022,62000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Hyundai,Santafe Cao Cap 2 5L Htrac 2024,1199000000,2024,20000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Hyundai,Santafe Premium 2 4L Htrac 2019,789000000,2019,86000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Hyundai,Tucson 2 0 At Crdi Dac Biet 2021,699000000,2021,71000,Lắp ráp trong nước,Crossover,Số tự động,31,dầu,2.0
Kia,Carnival Signature 2 2D 2023,1310000000,2023,40000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Seltos Premium 1 4 At 2022,625000000,2022,46000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.4
Lexus,Es 250 2016,1180000000,2016,96000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.5
Mazda,3 1 5 At 2018,435000000,2018,0,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C200 2019,799000000,2019,43000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,E Class E200 2015,520000000,2015,120000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2017,930000000,2017,100000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2021,1480000000,2021,55555,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Toyota,Innova 2 0E 2014,295000000,2014,79000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Vinfast,Vf8 Eco 2023,690000000,2023,43000,Lắp ráp trong nước,SUV,Số tự động,31,điện,0.0
Ford,Everest Ambiente 2 0 4X2 At 2019,669000000,2019,120000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Everest Titanium 2 0L 4X2 At 2023,1199000000,2023,52000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Hyundai,Accent 1 4 Ath 2020,405000000,2020,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Creta Dac Biet 1 5 At 2023,605000000,2023,39000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Hyundai,Santafe Cao Cap 2 2L Htrac 2022,1119000000,2022,47000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Hyundai,Santafe Cao Cap 2 2L Htrac 2022,1105000000,2022,67000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Hyundai,Tucson 2 0 At Crdi 2020,690000000,2020,72000,Lắp ráp trong nước,Crossover,Số tự động,31,dầu,2.0
Kia,Carnival Signature 2 2D 2024,1380000000,2024,28000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Carnival Signature 2 2D 2024,1375000000,2024,9000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Cerato 1 6 At 2018,415000000,2018,100000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Kia,Sonet Premium 1 5 At 2024,605000000,2024,7000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Kia,Sorento Signature 2 5 At Awd 2021,869000000,2021,50000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Kia,Sportage Signature X,869000000,2022,46000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Landrover,Range Rover Vogue 3 0 2015,2280000000,2015,146000,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Mazda,3 1 5L Luxury 2023,568000000,2023,50000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,Cx5 2 5 At 2016,510000000,2016,38000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,Glc 300 4Matic 2024,2525000000,2024,16000,Lắp ráp trong nước,SUV,Số tự động,31,khác,
Peugeot,2008 Gt Line 1 2 At 2022,599000000,2022,48000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.2
Toyota,Yaris 1 5G 2019,440000000,2019,60000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.5
Bmw,2 Series 218I Active Tourer 2015,430000000,2015,34000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.5
Chevrolet,Trailblazer Ltz 2 5L Vgt 4X4 At 2018,580000000,2018,86000,Nhập khẩu,SUV,Số tự động,31,dầu,2.5
Ford,Everest Titanium 2 0L 4X2 At 2023,1255000000,2023,3600,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Ranger Wildtrak 2 0L 4X4 At 2024,879000000,2024,20000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2020,529000000,2020,89231,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Honda,Crv L 2020,760000000,2020,58000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Hyundai,Kona 1 6 Turbo 2021,530000000,2021,37000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Landrover,Range Rover Autobiography Lwb 3 0 I6 2020,6380000000,2020,80000,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Mazda,3 S 1 6 At 2014,299000000,2014,105000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Mercedes Benz,Glc 200 4Matic 2020,1190000000,2020,30000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Maybach S600 2015,3299000000,2015,70000,Nhập khẩu,Sedan,Số tự động,31,xăng,6.0
Mercedes Benz,S Class S450 4Matic Luxury 2023,5100000000,2023,30,Nhập khẩu,Sedan,Số tự động,31,xăng,3.0
Mitsubishi,Attrage 1 2 Mt 2020,193000000,2020,83000,Nhập khẩu,Sedan,Số tay,31,xăng,1.2
Mitsubishi,Xforce Premium 2024,615000000,2024,36000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
